line_no,word,pos_list,n_senses,declared_cefr,source_oxford_badge,badge_match,src_cambridge_flag,src_oxford_flag,card_status,card_reason,tags
1990,scholarship,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
1991,scoliosis,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford
1992,scope,noun,2,C1,C1,yes,Oxford,AWL,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1993,scramble,verb,1,C2,,no,Oxford,Oxford,match,,Source::Oxford CEFR::C2 CEFR::oxford
1994,scramble,verb,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C2 [per-def])",Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford
1995,scratch,noun|verb,2,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000 idioms
1996,screening,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
1997,screw,noun|verb,3,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
1998,scrutiny,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
1999,seal,verb|noun,3,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
2000,secular,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2001,sedentary,adjective,3,UNCLASSIFIED,,no,Oxford,Oxford,match,,Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford
2002,seeker,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
2003,seemingly,adverb,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2004,segment,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 OPAL_W
2005,seize,verb,3,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2006,seldom,adverb,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2007,selective,adjective,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 OPAL_W
2008,self-preservation,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford
2009,seminar,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000 OPAL_S
2010,senator,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2011,sensation,noun,3,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2012,sensitivity,noun,1,C1,C1,yes,Oxford,Oxford,mismatch,1/1 senses failed: sense-text-not-in-source,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2013,sentiment,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2014,separation,noun,3,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 OPAL_W
2015,serial,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2016,set-up,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2017,setback,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford
2018,settlement,noun,3,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2019,settler,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
2020,severely,adverb,2,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
2021,sexuality,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 OPAL_W
2022,sexy,adjective,2,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
2023,shaped,adjective,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
2024,shareholder,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2025,shatter,verb,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2026,shed,verb,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
2027,sheer,adjective,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2028,shift,noun,2,B1,B2,no,Oxford,AWL,match,,Source::Oxford CEFR::B1 CEFR::oxford Oxford_3000 OPAL_S idioms
2029,shipping,noun,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2030,shocking,adjective,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
2031,shoddy,adjective,1,C2,,no,Oxford,Oxford,match,,Source::Oxford CEFR::C2 CEFR::oxford
2032,shoddy,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C2 [per-def])",Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford
2033,shoot,noun,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
2034,shore,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
2035,short-sighted,adjective,2,UNCLASSIFIED,,no,Oxford,Oxford,match,,Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford
2036,short-term,adjective,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
2037,shortage,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
2038,shortly,adverb,2,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
2039,shrink,verb,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
2040,shrug,verb,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2041,sibling,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
2042,sigh,noun|verb,3,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2043,signature,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
2044,significance,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000 OPAL_W
2045,significant,adjective,2,B2,B2,yes,Oxford,AWL,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_3000 OPAL_W
2046,simulate,verb,2,C1,C1,yes,Oxford,AWL,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2047,simulation,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2048,simultaneously,adverb,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 OPAL_W
2049,sin,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
2050,situated,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2051,sketch,noun,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2052,skilled,adjective,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
2053,skimp,verb,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford
2054,skip,verb,3,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
2055,skull,noun,2,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
2056,skyrocket,verb,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford
2057,slam,verb,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
2058,slap,verb,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
2059,slash,verb,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2060,slavery,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2061,slogan,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
2062,slot,noun,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
2063,slouch,verb,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford idioms
2064,slumber,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford
2065,smash,verb,3,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
2066,snap,verb,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
2067,so-called,adjective,1,B2,B2,yes,Oxford,AWL,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000 OPAL_W
2068,soak,verb,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2069,soar,verb,3,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2070,socialist,adjective,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2071,sole,adjective,2,C1,C1,yes,Oxford,AWL,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2072,solely,adverb,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2073,solicitor,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2074,solidarity,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2075,solitude,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford
2076,solo,adjective|noun,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2077,somehow,adverb,2,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000 OPAL_S
2078,sometime,adverb,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
2079,somewhat,adverb,1,B2,B2,yes,Oxford,AWL,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_3000
2080,sophisticated,adjective,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
2081,sound,adjective,3,C1,A1,no,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
2082,sovereignty,noun,1,C1,C1,yes,Oxford,Oxford,mismatch,1/1 senses failed: sense-text-not-in-source,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2083,spam,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2084,span,noun|verb,3,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
2085,spare,adjective,3,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000 idioms
2086,spare,verb,3,C1,B2,no,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
2087,spark,verb,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
2088,specialized,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 OPAL_W
2089,specification,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 OPAL_W
2090,specify,verb,1,B2,B2,yes,Oxford,AWL,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000 OPAL_W
2091,specimen,noun,3,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2092,spectacle,noun,3,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
2093,spectacular,adjective,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
2094,spectator,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
2095,spectrum,noun,3,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
2096,speculate,verb,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
2097,speculation,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
2098,spell,noun,3,C1,A1,no,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
2099,sphere,noun,2,C1,C1,yes,Oxford,AWL,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 OPAL_W
2100,spill,verb,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000 idioms
2101,spin,noun|verb,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
2102,spine,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2103,spite,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000 idioms
2104,spoil,verb,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000 idioms
2105,spokesman,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
2106,spokesperson,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
2107,spokeswoman,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
2108,sponsorship,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
2109,sporting,adjective,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000 idioms
2110,spotlight,noun,3,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2111,spouse,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2112,springboard,noun,1,C2,,no,Oxford,Oxford,match,,Source::Oxford CEFR::C2 CEFR::oxford
2113,springboard,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C2 [per-def])",Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford
2114,spy,noun|verb,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
2115,squad,noun,3,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2116,squeeze,verb,3,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
2117,stab,verb,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
2118,stability,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 OPAL_W
2119,stabilize,verb,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 OPAL_W
2120,stack,verb,1,C2,,no,Oxford,Oxford,match,,Source::Oxford CEFR::C2 CEFR::oxford idioms
2121,stake,noun,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
2122,stall,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
2123,stance,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
2124,standard,noun,1,B1,B1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B1 CEFR::oxford Oxford_3000 OPAL_W
2125,standing,adjective,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
2126,stark,adjective,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
2127,starve,verb,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000 idioms
2128,stationary,adjective,2,UNCLASSIFIED,,no,Oxford,Oxford,match,,Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford
2129,statistic,noun,3,B1,B1,yes,Oxford,AWL,match,,Source::Oxford CEFR::B1 CEFR::oxford Oxford_3000 OPAL_W
2130,statistical,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 OPAL_W
2131,steadily,adverb,2,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
2132,steady,adjective,3,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_3000 idioms
2133,steam,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000 idioms
2134,steer,verb,3,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
2135,stem,noun|verb,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
2136,stereotype,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2137,sterile,adjective,3,UNCLASSIFIED,,no,Oxford,Oxford,match,,Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford
2138,stiff,adjective,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_3000 idioms
2139,stimulant,noun,1,C2,,no,Oxford,Oxford,match,,Source::Oxford CEFR::C2 CEFR::oxford
2140,stimulant,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C2 [per-def])",Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford
2141,stimulate,verb,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000 OPAL_W
2142,stimulus,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2143,stir,verb,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
2144,storage,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2145,straightforward,adjective,2,C1,C1,yes,Oxford,AWL,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 OPAL_S
2146,strain,noun,3,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
2147,strand,noun,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2148,strategic,adjective,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2149,strengthen,verb,3,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000 OPAL_W
2150,strictly,adverb,2,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000 idioms
2151,striking,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2152,strip (long narrow piece),noun,1,C1,,no,Oxford,Oxford,mismatch,1/1 senses failed: word-not-in-source,Source::Oxford CEFR::C1 CEFR::oxford idioms
2153,strip,noun|verb,3,C2,C1,no,Oxford,Oxford,mismatch,"1/3 senses failed: cefr-mismatch (deck=C2, source=C1 [per-def]); no-per-sense-pos-in-deck; flat-matched",Source::Oxford CEFR::C2 CEFR::oxford idioms
2154,strip (remove clothes/a layer),verb,3,C1,,no,Oxford,Oxford,mismatch,3/3 senses failed: word-not-in-source,Source::Oxford CEFR::C1 CEFR::oxford idioms
2155,strip,verb,3,UNCLASSIFIED,C1,no,Oxford,Oxford,mismatch,"3/3 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C1 [per-def])",Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford idioms
2156,strive,verb,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2157,stroke,noun,2,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000 idioms
2158,structural,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 OPAL_W
2159,stumble,verb,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2160,stun,verb,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2161,stunning,adjective,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
2162,subconscious,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford
2163,subjective,adjective,1,B2,,no,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford OPAL_W
2164,submission,noun,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2165,subordinate,adjective|noun|verb,3,UNCLASSIFIED,,no,Oxford,AWL,match,,Source::Oxford CEFR::UNCLASSIFIED CEFR::oxford
2166,subscriber,noun,3,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2167,subscription,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2168,subsequent,adjective,1,B2,B2,yes,Oxford,AWL,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000 OPAL_W
2169,subsequently,adverb,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
2170,subsidy,noun,1,C1,C1,yes,Oxford,AWL,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2171,substantial,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 OPAL_W
2172,substantially,adverb,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 OPAL_W
2173,substitute,noun|verb,3,C1,C1,yes,Oxford,AWL,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 OPAL_W
2174,substitution,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 OPAL_W
2175,subtle,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2176,suburb,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
2177,suburban,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2178,succession,noun,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2179,successive,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2180,successor,noun,1,C1,C1,yes,Oxford,AWL,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2181,suck,verb,1,C1,C1,yes,Oxford,Oxford,mismatch,1/1 senses failed: sense-text-not-in-source,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000 idioms
2182,sue,verb,1,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2183,suffering,noun,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
2184,sufficient,adjective,1,B2,B2,yes,Oxford,AWL,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000 OPAL_W
2185,sufficiently,adverb,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000 OPAL_W
2186,suicide,noun,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2187,suite,noun,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2188,summit,noun,2,C1,C1,yes,Oxford,Oxford,match,,Source::Oxford CEFR::C1 CEFR::oxford Oxford_5000
2189,super,adjective,1,B2,B2,yes,Oxford,Oxford,match,,Source::Oxford CEFR::B2 CEFR::oxford Oxford_5000
